100;АПИСИЛ;Не требуется;6;8550;2015-01-31
101;АПИСТАН;Не требуется;22;7750;2014-03-02
102;АПИСТИМ;Требуется;17;6550;2010-08-23
103;АПКАРД;Не требуется;16;6750;2021-04-27
104;АПОКВЕЛ;Не требуется;5;8600;2011-01-09
105;АПРАМИЦИН;Не требуется;7;1950;2010-03-08
106;АПРАМИЦИН ПОРОШОК;Не требуется;14;9750;2020-11-20
107;АПРАМИЦИНА СУЛЬФАТА 20% РАСТВОР;Требуется;17;9750;2015-07-24
108;АПТЕРИН;Не требуется;7;8000;2017-09-23
109;АПТЕРИН-КОГОТЬ;Требуется;10;8700;2014-01-07
110;АРАТАМ-БРИКЕТЫ;Не требуется;19;6650;2013-04-05
111;АРАТАМ-КОНЦЕНТРАТ;Не требуется;15;3000;2013-10-22
112;АРАТАМ-ПРИМАНКА;Требуется;13;8550;2015-03-04
113;АРМАЦИД;Требуется;12;2300;2018-09-17
114;АРТРОВЕТ КОМПЛЕКС;Требуется;13;7750;2015-01-01
115;АРТРОГЛИКАН;Требуется;10;7000;2021-06-18
116;АСД – 2;Требуется;10;6950;2018-12-11
117;АСД – 3;Требуется;26;2900;2012-12-29
118;АСЕПТИК-МЛ;Не требуется;21;6100;2011-12-21
119;АСЕПТИК-СПЕЦИАЛЬ;Не требуется;17;5300;2012-03-06
120;АСЕПУР;Требуется;13;1950;2015-02-17
121;АСК-70;Не требуется;22;7800;2011-02-28
122;АСКОВЕТ;Требуется;30;7250;2016-03-12
123;АСКОНАЗОЛ;Не требуется;18;6500;2013-03-05
124;АСКОПОЛ;Не требуется;27;3550;2011-06-06
125;АСКОСАН;Не требуется;8;8400;2017-01-02
126;АТИМПАНОЛ;Не требуется;6;7350;2014-01-15
127;АТОПИКА;Не требуется;16;5000;2018-02-24
128;АТРАУМАН АГ;Требуется;14;1600;2018-02-23
129;АФАСЦИЛ;Требуется;8;9100;2017-12-26
130;АЦИДОКС;Требуется;11;2950;2016-02-12
131;АЦИЛОМАГ;Требуется;11;6050;2017-11-27
132;АЭРАЛЬФАМ;Не требуется;29;9300;2021-06-15
133;БАБЕЗАН 4% и 12% РАСТВОР ДЛЯ ИНЬЕКЦИЙ;Требуется;20;5950;2012-12-22
134;БАЙКОКС 5%;Не требуется;10;3400;2019-08-04
135;БАЙМАЙТ;Требуется;15;7350;2019-03-03
136;БАЙМЕК;Требуется;12;10000;2013-04-23
137;БАЙМИЦИН АЭРОЗОЛЬ;Не требуется;5;8500;2015-08-16
138;БАЙОКЛАВ IMM LC;Требуется;5;6100;2015-08-06
139;БАЙОКЛОКС DC;Не требуется;22;4200;2010-06-07
140;БАЙОФЛАЙ ПУР-ОН;Требуется;19;2850;2015-03-06
141;БАЙТРИЛ 10 % Раствор для инъекций;Требуется;23;3900;2011-12-18
142;БАЙТРИЛ 10 % Раствор для орального применения;Требуется;15;8100;2012-10-19
143;БАЙТРИЛ 5 %;Требуется;11;4450;2012-08-14
144;БАЙТРИЛ МАКС 10 % Раствор для инъекций;Не требуется;25;2700;2013-08-09
145;БАЙЦИДАЛ ВП 25;Не требуется;13;6100;2018-02-01
146;БАКСИН;Не требуется;15;8850;2013-01-06
147;БАКТОНЕОТИМ;Не требуется;9;9650;2012-02-26
148;БАКТОПОЛ;Требуется;28;2050;2013-12-26
149;БАЛЬЗАМ БАКТИВЕТ С АСД;Требуется;21;8600;2020-12-27
150;БАЛЬЗАМ ДОРОГОВОЙ;Требуется;15;4650;2012-12-24
151;БАЛЬЗАМ-ОПОЛАСКИВАТЕЛЬ ЛЕСНОЙ;Требуется;14;4150;2010-08-02
152;БАЛЬЗАМ-ОПОЛАСКИВАТЕЛЬ МОРСКОЙ;Не требуется;26;3900;2019-12-25
153;БАРС КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Не требуется;26;4650;2020-08-22
154;БАРС КАПЛИ УШНЫЕ;Не требуется;12;8500;2012-02-11
155;БАРС ЛОСЬОН ДЛЯ ЧИСТКИ УШЕЙ;Не требуется;20;2400;2013-05-10
156;БАРС ОШЕЙНИК ИНСЕКТО-АКАРИЦИДНЫЙ;Требуется;8;2800;2010-09-11
157;БАРС СПРЕЙ ИНСЕКТО-АКАРИЦИДНЫЙ;Требуется;11;3100;2021-08-12
158;БАРС ФОРТЕ КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Требуется;24;8550;2013-09-10
159;БАРС ФОРТЕ КАПЛИ УШНЫЕ;Требуется;26;9500;2021-01-03
160;БАЦИЛИХИН;Требуется;25;2550;2014-08-09
161;БЕЙСИК;Требуется;24;3350;2014-12-19
162;БЕНЗИЛПЕНИЦИЛЛИН НАТРИЕВАЯ СОЛЬ;Требуется;11;8300;2014-09-19
163;БЕСТ ИН ШОУ;Требуется;7;9350;2010-01-25
164;БЕТАМОКС LA;Не требуется;10;4700;2011-01-29
165;БЕТАФИН S1;Не требуется;14;6350;2014-12-04
166;БИАНОЛ;Требуется;18;1500;2011-04-26
167;БИВАРООЛ;Требуется;16;8600;2016-06-14
168;БИВЕРМЕКТИН;Не требуется;27;8200;2016-11-21
169;БИЛОЗИН-200;Требуется;27;4550;2011-04-22
170;БИМЕКТИН;Требуется;10;9850;2021-06-02
171;БИМОКСИЛ LА;Требуется;20;1050;2019-10-09
172;БИНАКАР;Не требуется;14;6500;2015-10-05
173;БИО-МОС;Требуется;10;4350;2015-07-08
174;БИОВАК;Требуется;22;5450;2018-01-04
175;БИОВЕРМИН ПОРОШОК;Не требуется;9;3750;2016-03-13
176;БИОВЕТАЛЬГИН инъекционный;Требуется;28;4700;2010-08-24
177;БИОВИТ;Не требуется;15;9900;2016-06-29
178;БИОВИТ Р-150;Не требуется;26;1650;2019-12-19
179;БИОГЕЛЬ 10;Требуется;28;1450;2020-03-13
180;БИОГЕЛЬ 5;Не требуется;25;8700;2021-09-05
181;БИОЗОЛЬ;Требуется;29;8900;2021-09-15
182;БИОКОРРЕКТОР РД;Не требуется;30;7950;2017-06-24
183;БИОЛИЗ;Не требуется;13;9550;2016-04-29
184;БИОЛИЗИН АРТРО ДЛЯ ДОГООБРАЗНЫХ ПОРОД;Не требуется;28;5550;2014-12-29
185;БИОЛИЗИН АРТРО ДЛЯ ОХОТНИЧЬИХ И СЛУЖЕБНО-СПОРТИВНЫХ ПОРОД;Не требуется;23;6750;2015-12-18
186;БИОМЕТРОСАНИТ;Требуется;17;4950;2015-07-27
187;БИОНОР;Требуется;30;1750;2017-01-05
188;БИОПЛЮС 2Б;Требуется;17;9950;2013-02-05
189;БИОР-1;Не требуется;24;3350;2011-11-06
190;БИОР-Н;Требуется;13;5050;2019-03-15
191;БИОРЕКС-ГХ;Требуется;24;4800;2017-05-29
192;БИОРИТМ-КОНТРОЛЬ;Требуется;13;9950;2016-11-21
193;БИОСАНИТ;Не требуется;28;3450;2018-07-12
194;БИОСОЛВ ПЛЮС;Не требуется;28;1300;2011-04-22
195;БИОТЕК;Требуется;29;7700;2016-09-22
196;БИОФАРМ-120;Не требуется;19;9850;2014-10-14
197;БИОФОМ;Не требуется;25;1800;2021-04-16
198;БИОЦЕФИТ;Не требуется;18;6500;2010-04-16
199;БИПИН;Не требуется;5;2700;2016-01-16
200;БИПИН-Т;Требуется;22;9900;2019-08-02
201;БИФИДУМ-СХЖ;Требуется;30;4300;2016-12-11
202;БЛОХНЭТ КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Не требуется;29;7650;2013-03-26
203;БЛОХНЭТ СПРЕЙ ИНСЕКТО-АКАРИЦИДНЫЙ;Не требуется;22;7200;2014-02-13
204;БОЛЬФО АЭРОЗОЛЬ;Не требуется;19;7500;2020-10-10
205;БОЛЬФО ПУДРА;Требуется;21;5200;2014-12-21
206;БОЛЬФО ШАМПУНЬ;Требуется;16;4950;2010-03-06
207;БОНХАРЕН;Требуется;28;7400;2019-07-16
208;БОНХАРЕН ФОРТЕ;Не требуется;24;4350;2017-12-16
209;БРАВЕКТО;Требуется;26;2050;2016-05-10
210;БРАВЕКТО СПОТ ОН;Требуется;26;7150;2018-07-05
211;БРАНОЛИНД Н;Не требуется;26;9950;2016-10-21
212;БРОМКОЛИН;Требуется;24;8350;2018-12-15
213;БРОМОДОКС;Требуется;10;1700;2010-05-29
214;БРОМОСЕПТ-50;Не требуется;20;8500;2020-12-14
215;БУТОКС 50;Требуется;7;8200;2019-09-30
216;ДАНА КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Не требуется;5;6500;2016-09-21
217;ДАНА СПРЕЙ ИНСЕКТО-АКАРИЦИДНЫЙ;Не требуется;22;5600;2010-10-22
218;ДАНА УЛЬТРА КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Требуется;27;8000;2013-02-26
219;ДАНА УЛЬТРА ОШЕЙНИК ПРОТИВОПАРАЗИТАРНЫЙ;Не требуется;8;4750;2013-10-12
220;ДЕГОТЬ;Не требуется;20;3150;2015-08-30
221;ДЕЗ-1;Не требуется;30;2650;2012-01-06
222;ДЕЗАМИН;Требуется;11;3200;2011-07-30
223;ДЕЗАЦИД;Не требуется;28;9850;2020-11-20
224;ДЕЗИНПОЛ;Требуется;29;8450;2014-03-01
225;ДЕЗИНФЕКСАН;Требуется;20;9650;2020-08-09
226;ДЕКОР-1;Не требуется;12;6300;2016-01-11
227;ДЕКОР-2;Не требуется;7;9650;2014-11-05
228;ДЕКСАФОРТ;Требуется;19;3150;2017-10-28
229;ДЕКТА;Требуется;25;2100;2013-01-17
230;ДЕКТА-2;Не требуется;27;6700;2019-08-23
231;ДЕКТОМАКС;Требуется;12;9750;2021-09-05
232;ДЕЛЕГОЛЬ;Требуется;27;3100;2021-09-04
233;ДЕМОС;Не требуется;12;3600;2011-03-17
234;ДеМоС;Требуется;26;8650;2021-03-19
235;ДЕМОС-ЛЮКС;Не требуется;8;7000;2011-12-06
236;ДЕНАГАРД 10 % ПОРОШОК;Требуется;5;2000;2018-06-07
237;ДЕННИЦА ГЕЛЬ;Не требуется;14;9200;2011-01-18
238;ДЕНТАВЕДИН;Не требуется;16;3250;2018-11-05
239;ДЕПОЛЕН;Требуется;5;9750;2016-06-05
240;ДЕРАТ ТВЕРДЫЕ БРИКЕТЫ;Требуется;10;1350;2017-11-24
241;ДЕРМАТОЗОЛЬ;Не требуется;11;5200;2017-12-22
242;ДЕРМИКОЦИД;Не требуется;10;6700;2021-03-31
243;ДЕТОКС;Требуется;22;8200;2010-05-13
244;ДЕФТОРФОСФАТ КОРМОВОЙ;Не требуется;19;3550;2018-06-15
245;ДЕХИНЕЛ ПЛЮС ДЛЯ СОБАК;Не требуется;6;7000;2010-09-02
246;ДЕХИНЕЛ ПЛЮС ДЛЯ СОБАК СО ВКУСОМ МЯСА;Требуется;28;9500;2015-07-23
247;ДЖИМКЕТ УРИНАРИ ПАСТА;Не требуется;26;1100;2010-09-03
248;ДИАГЕЛЬ;Требуется;18;2950;2011-04-28
249;ДИАГНОСТИКУМЫ ЭРИТРОЦИТАРНЫЕ ТИПОСПЕЦИФИЧЕСКИЕ;Требуется;27;2300;2010-05-25
250;ДИАЗИНОН С;Не требуется;8;6400;2018-01-26
251;ДИАРИН;Требуется;13;8900;2016-06-13
252;ДИАРКАН;Требуется;6;2950;2020-05-14
253;ДИГИТОН капли;Требуется;12;1700;2021-04-10
254;ДИЕНОМАСТ;Не требуется;12;1450;2019-03-04
255;ДИЗПАРКОЛ;Требуется;19;7300;2012-06-21
256;ДИКЛАКОКС ФОРТЕ;Требуется;30;1800;2019-04-25
257;ДИКСАМ;Не требуется;30;7000;2013-02-17
258;ДИОКСИДИН 1 % РАСТВОР;Требуется;24;6200;2014-03-28
259;ДИОКСИЛАН 1 % РАСТВОР;Не требуется;6;1100;2020-08-16
260;ДИОМЕТР;Требуется;28;7000;2014-07-20
261;ДИОФУР;Не требуется;20;9050;2021-03-03
262;ДИПАЛ КОНЦЕНТРАТ;Требуется;27;4350;2013-06-09
263;ДИПЕНТАВАК;Не требуется;11;5950;2013-06-09
264;ДИПРОВАН;Не требуется;10;6900;2019-01-09
265;ДИПРОКАРБ;Не требуется;28;9750;2019-03-21
266;ДИРОНЕТ СУСПЕНЗИЯ;Не требуется;18;8450;2015-09-30
267;ДИРОФЕН ТАБЛЕТКИ;Не требуется;13;5100;2011-02-09
268;ДИРОФЕН-ПАСТА;Не требуется;23;1650;2014-04-28
269;ДИРОФЕН-СУСПЕНЗИЯ;Не требуется;22;8850;2018-07-26
270;ДИТРИМ;Не требуется;28;2100;2015-02-08
271;ДИТРИМ ПОРОШОК;Требуется;10;2250;2010-03-02
272;ДИФЕНАЦИН 1 % МАСЛЯНЫЙ РАСТВОР (МРД);Не требуется;13;8250;2020-01-10
273;ДИФЕНАЦИН СУБСТАНЦИЯ;Требуется;21;6950;2017-03-25
274;ДИФУМАСТ;Не требуется;17;2950;2011-03-29
275;ДИФУР;Требуется;13;8550;2021-01-07
276;ДИФУРОЛ А;Требуется;21;7950;2012-03-12
277;ДИФУРОЛ Б;Не требуется;23;8350;2017-05-06
278;ДМ СИД-С;Требуется;19;7050;2013-04-04
279;ДОБРОГРЫЗЯ;Не требуется;19;5900;2013-08-31
280;ДОБРОКОТЯ;Не требуется;29;8050;2020-09-23
281;ДОБРОПЁСА;Требуется;19;3950;2016-10-08
282;ДОКСИВИТ 10 %;Не требуется;13;1000;2012-03-15
283;ДОКСИКЛИН 20 %;Не требуется;20;8600;2011-02-06
284;ДОКСИЛОКС;Требуется;28;1150;2014-12-19
285;ДОКСИМАГ;Требуется;18;4100;2015-09-15
286;ДОКСИМАГ-О;Не требуется;24;7150;2011-09-11
287;ДОКСИМЕТРИН;Требуется;27;6950;2013-01-23
288;ДОМИТОР;Не требуется;24;2150;2011-06-14
289;ДОРБЕН;Не требуется;19;5900;2013-06-29
290;ДОРИН;Требуется;16;1100;2013-05-24
291;ДОРИН-Р;Требуется;11;5450;2011-12-10
292;ДОСАЛИД;Не требуется;18;9600;2012-05-28
293;ДОСТИМ;Требуется;14;5100;2017-11-23
294;ДП 2;Требуется;7;3850;2016-11-23
295;ДП-2Т;Не требуется;12;7800;2015-09-09
296;ДРАКСИН;Требуется;20;7900;2018-03-08
297;ДРОЖЖИ ПИВНЫЕ;Не требуется;5;6950;2010-12-04
298;ДРОЖЖИ-СФК;Требуется;5;5850;2011-09-15
299;ДРОНТАЛ ДЖУНИОР;Не требуется;13;6100;2019-05-24
300;ДРОНТАЛ;Не требуется;29;8000;2010-03-15
301;ДРОНТАЛ ПЛЮС;Не требуется;28;5800;2010-07-12
302;ДЮФАЛАЙТ;Не требуется;26;3700;2016-07-12
303;КEТОНИЛ;Требуется;13;6750;2019-08-14
304;КАЙОД;Не требуется;11;3550;2018-10-25
305;КАЛИЯ ЙОДАТ СУБСТАНЦИЯ;Требуется;28;8200;2010-09-15
306;КАЛИЯ ЙОДИД СУБСТАНЦИЯ;Не требуется;12;3550;2012-03-29
307;КАЛЬВОМИЛК-12;Требуется;14;7600;2016-06-27
308;КАЛЬВОМИЛК-16;Требуется;16;4050;2012-07-16
309;КАЛЬФОСЕТ;Не требуется;13;5600;2021-09-01
310;КАЛЬФОСТОНИК;Требуется;14;8500;2019-05-07
311;КАЛЬЦЕНОН;Не требуется;23;4900;2012-09-11
312;КАЛЬЦЕФИТ-1;Не требуется;30;1200;2012-09-01
313;КАЛЬЦЕФИТ-14;Требуется;26;8200;2017-01-24
314;КАЛЬЦЕФИТ-15;Не требуется;26;7200;2020-12-25
315;КАЛЬЦИТАТ С50;Требуется;10;2000;2016-07-27
316;КАЛЬЦИЯ БОРГЛЮКОНАТ (МАГ);Требуется;25;5600;2014-08-27
317;КАЛЬЦИЯ БОРГЛЮКОНАТ (Нита);Требуется;29;7550;2018-04-27
318;КАМЕДОН;Не требуется;17;2000;2021-08-29
319;КАНАМИЦИН 10 %;Требуется;5;2950;2012-12-05
320;КАНИАГИЛ;Требуется;21;4850;2020-06-26
321;КАНИГЕН DHA2PPi/L;Требуется;22;2450;2019-12-29
322;КАНИГЛО;Не требуется;18;4950;2018-06-14
323;КАНИКВАНТЕЛ ПЛЮС;Не требуется;29;5200;2013-12-15
324;КАНИНСУЛИН;Требуется;15;8000;2016-08-10
325;КАНТАРЕН РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Требуется;19;8750;2016-09-28
326;КАНТАРЕН ТАБЛЕТКИ;Не требуется;19;3600;2017-04-26
327;КАПЛИ ГЛАЗНЫЕ БАРС;Требуется;14;9800;2010-06-08
328;КАПЛИ ГЛАЗНЫЕ ИРИС;Не требуется;26;1500;2016-10-09
329;КАПЛИ ГЛАЗНЫЕ ЦИПРОВЕТ;Требуется;13;5400;2019-03-29
330;КАПЛИ ГЛАЗНЫЕ-ИНТРАНАЗАЛЬНЫЕ АНАНДИН;Требуется;18;7550;2018-01-18
331;КАПЛИ УШНЫЕ АНАНДИН;Требуется;10;1250;2014-02-03
332;КАРДАЛИC;Требуется;19;2950;2016-04-14
333;КАРНИВАК-КОВ;Требуется;28;7900;2017-11-01
334;КАРОЛИН +Se;Не требуется;10;1100;2016-02-09
335;КАРОФЕРТИН;Требуется;28;9650;2017-05-10
336;КАРСУЛЕН;Не требуется;19;5650;2018-05-17
337;КАТОБЕВИТ;Не требуется;12;5150;2017-09-08
338;КАТОЗАЛ;Не требуется;26;5150;2018-02-01
339;КАФОРСЕН РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Не требуется;14;2750;2020-03-15
340;КАФОРСЕН РАСТВОР ДЛЯ ПЕРОРАЛЬНОГО ПРИМЕНЕНИЯ;Требуется;10;1900;2015-11-20
341;КАФОРСЕН ТАБЛЕТКИ;Не требуется;11;4000;2012-08-26
342;КВАДРИКАТ;Требуется;27;3550;2011-01-28
343;КВАДРИСОЛ 5;Не требуется;12;1950;2017-09-23
344;КВИВИТАН;Не требуется;22;7050;2013-12-03
345;КВИК БАЙТ ВГ 10;Требуется;24;1650;2015-10-06
346;КВИНОКОЛ;Не требуется;14;1450;2015-04-19
347;КЕНОТЕСТ;Требуется;20;9050;2011-02-19
348;КЕТОКВИН 1% и 10%;Требуется;13;4300;2019-09-01
349;КЕТОПРОФ;Не требуется;20;4050;2015-05-02
350;КЕТОПРОФЕН 10%;Требуется;15;2650;2014-08-30
351;КЕТОФЕН 1%;Не требуется;19;1350;2019-05-21
352;КЕТОФЕН ТАБЛЕТКИ;Требуется;16;6250;2014-05-05
353;КИЛТИКС ОШЕЙНИК;Не требуется;13;5350;2014-09-26
354;КИНОРОН;Требуется;11;3650;2016-09-09
355;КЛАВАСЕПТИН;Не требуется;14;8000;2018-11-20
356;КЛЕЕЛОВ КЛЕЙ;Требуется;21;1950;2018-12-26
357;КЛЕЕЛОВ ЛИПКАЯ ЛЕНТА;Требуется;19;4150;2011-02-02
358;КЛЕЕЛОВ ЛИПКАЯ ПЛАСТИНА;Не требуется;6;7650;2021-03-26
359;КЛЕТКИ КРОВИ АЭРОЗОЛЬНОЙ СУШКИ АР-301;Не требуется;19;2400;2019-05-31
360;КЛИНАФАРМ СПРЕЙ;Не требуется;17;4450;2011-05-19
361;КЛИНДАСПЕКТИН ВОДОРАСТВОРИМЫЙ ПОРОШОК;Не требуется;28;8400;2012-01-23
362;КЛИНДАСПЕКТИН РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Не требуется;8;7750;2021-08-25
363;КЛОВЕРМ;Не требуется;8;9250;2020-12-01
364;КЛОЗАЛЬБЕН-10;Требуется;15;3500;2020-01-24
365;КЛОЗАНТЕКС;Не требуется;26;9400;2015-05-23
366;КЛОЗАНТИН;Требуется;25;6600;2020-01-20
367;КЛОКСАМАСТ;Требуется;10;9800;2020-08-22
368;КОБАКТАН;Требуется;21;3950;2021-07-09
369;КОБАКТАН LC;Не требуется;10;1650;2021-01-25
370;КОВЕРТАЛ РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Требуется;14;7550;2017-10-29
371;КОВИНАН;Требуется;7;7250;2021-01-25
372;КОВИТСАН;Не требуется;15;3550;2013-04-27
373;КОКЦИДИН-10;Требуется;5;7150;2010-03-26
374;КОКЦИСАН 12 %;Требуется;16;9650;2010-01-16
375;КОЛИГЕН Г-100;Требуется;27;7600;2014-01-05
376;КОЛИДОКС;Требуется;30;6850;2017-04-20
377;КОЛИМАСТ;Требуется;6;2000;2015-01-05
378;КОЛИНГОР;Не требуется;20;2150;2010-07-08
379;КОЛМИК-Е;Не требуется;15;7100;2011-01-27
380;КОМБОВАК;Не требуется;23;2750;2017-12-04
381;КОМБОВАК-К;Не требуется;15;3650;2014-01-08
382;КОМПЛЕКС В;Не требуется;12;3400;2012-02-05
383;КОМПЛЕКС ВИТАМИНОВ А Д3 Е В МАСЛЕ;Не требуется;29;5850;2017-02-03
384;КОМУЛИН;Не требуется;15;9800;2012-02-20
385;КОНВЕНИЯ;Не требуется;17;4400;2017-11-07
386;КОРМ ЭЛИТА;Требуется;15;8650;2015-07-02
387;КОРТАВАНС;Не требуется;18;7400;2021-06-07
